,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,y
0,0.013482925536,0.282882710088,-1.03097001958,1.02368340842,0.5039610622,2.19721130604,2.19721130604,-0.398100769187,2.38345568298,-2.03457329465,0.443951895378,2.19721130604,-0.398100769187,0.491359717901,0.713362969184,1.97150713852,-1.03097001958,1.39647301679,-0.56522838309,-0.56522838309,1.0
1,-0.3269801409,0.513768532388,-1.69274711203,3.28548750365,-1.77562556321,-0.62338702533,-0.62338702533,0.832193713733,1.91342503523,-0.636308406064,-1.1789777701,-0.62338702533,0.832193713733,0.0746016203588,1.44699727753,-1.383284726,-1.69274711203,-1.18197133013,-1.91136711727,-1.91136711727,0.0
2,0.449816062248,0.547428869124,-0.978967598873,-0.328915228135,-2.40850449475,-2.67748464235,-2.67748464235,2.51046290076,-1.61580655445,-0.0408315914637,-0.998841264022,-2.67748464235,2.51046290076,-0.175603988298,-2.17163337211,-1.18048650396,-0.978967598873,-2.44713120213,1.1986223725,1.1986223725,0.0
3,0.291872053277,-0.526747562038,1.97319705985,-2.47452241832,0.562344202993,-0.448652399942,-0.448652399942,-0.670921723965,-3.19611746236,-1.88358715199,-1.18314130265,-0.448652399942,-0.670921723965,0.16197343941,-1.2206458919,-0.469722645629,1.97319705985,0.51496030872,1.72992905867,1.72992905867,0.0
4,0.59800983992,-0.898179618666,-1.63709492031,0.710507508983,-2.49107105781,-1.63648930066,-1.63648930066,2.34196572548,-0.339789380724,0.271144644173,-0.384749143094,-1.63648930066,2.34196572548,0.177742227858,-1.56341819903,-0.528129103898,-1.63709492031,-1.83072795461,0.666455058653,0.666455058653,2.0
5,0.960031994327,-0.177164326293,-2.0999006341,0.2935706328,1.51848853935,-2.38315141624,-2.38315141624,1.85654098426,4.65427969611,0.892666291461,1.42369430315,-2.38315141624,1.85654098426,-2.97581314451,0.659371773573,0.58659962806,-2.0999006341,-3.45452536681,-2.38524563393,-2.38524563393,0.0
6,-0.983235681165,-1.38521814457,0.442180450612,-0.72084523482,-0.620911344266,0.977499088477,0.977499088477,-0.1823020518,-1.69575746579,1.53817444599,-1.55112592704,0.977499088477,-0.1823020518,1.13060726491,-1.07301243527,0.594964853612,0.442180450612,1.25102479076,1.5230445091,1.5230445091,0.0
7,0.285126299485,-1.51690318779,-3.16294143746,2.76748325356,-0.557246973299,-0.55093941358,-0.55093941358,1.83306895572,4.90865009978,-0.401725475238,0.488106173091,-0.55093941358,1.83306895572,-1.10303319781,1.09497973951,0.770778939493,-3.16294143746,-1.99775341035,-2.39768156083,-2.39768156083,2.0
8,0.0371316995392,-1.57345111037,1.24811763372,1.59631584804,-0.74372093377,0.760885409175,0.760885409175,-1.65176498698,-1.60875744458,0.353706299393,0.230098939501,0.760885409175,-1.65176498698,1.18352048708,1.60314973932,-1.98915232057,1.24811763372,1.33826429648,-0.586038566954,-0.586038566954,0.0
9,0.0465981338706,-0.731036657289,-1.7010146341,-0.489863880041,-0.267880384399,-3.65523013891,-3.65523013891,2.79324789723,1.70719176491,0.446416569832,1.1470891273,-3.65523013891,2.79324789723,-2.32895251162,-1.07479873485,-0.552784172444,-1.7010146341,-4.06820351048,-0.710171426439,-0.710171426439,0.0
10,-1.02915770793,-1.25449110694,-2.01298504048,6.38067400451,-3.73248283251,0.0475152683792,0.0475152683792,0.27685069329,1.72536109938,-0.17411335968,1.02549545376,0.0475152683792,0.27685069329,1.41742918275,3.05441136206,-3.15592034081,-2.01298504048,-0.498328137372,-2.99959711618,-2.99959711618,0.0
11,1.86065192583,0.101269300533,2.7146127669,-2.52704599605,4.03206739472,4.1909814496,4.1909814496,-3.77412135612,-0.321368630072,-1.234415378,-1.02290184916,4.1909814496,-3.77412135612,0.674787321696,0.987877532464,2.81057687443,2.7146127669,4.473473325,0.760879098864,0.760879098864,0.0
12,-1.01620675428,0.592489581037,-0.294499573459,2.68066453068,-1.30281569281,0.662497345411,0.662497345411,-0.615074087236,0.306930288485,-0.80566363823,1.06089976326,0.662497345411,-0.615074087236,0.945636015267,1.64799869819,-1.37516532037,-0.294499573459,0.586114145674,-1.2214901788,-1.2214901788,0.0
13,-0.426644199314,-1.01443358748,-0.0932488685503,0.522571815994,-1.89034210486,0.231902984557,0.231902984557,0.39126565464,-1.77731211761,0.221457897232,-0.891585716655,0.231902984557,0.39126565464,1.30230465092,-0.840400342253,-0.520249907556,-0.0932488685503,0.495685236951,1.08590577359,1.08590577359,0.0
14,0.373662783016,-0.157873414865,1.94007230085,-1.03002647087,1.04169659778,0.531183010479,0.531183010479,-1.66758192817,-1.8521618768,-0.49790118524,0.193209139731,0.531183010479,-1.66758192817,0.278949080261,0.47913853128,-0.644129056934,1.94007230085,1.24109111033,0.372752915507,0.372752915507,0.0
15,-0.364502687967,0.770345403603,-1.15272089208,0.984990409603,-0.327030331991,1.20238736877,1.20238736877,0.283953830622,1.59259290984,-0.122370635532,-0.135756458616,1.20238736877,0.283953830622,0.453323398647,0.1448384289,1.24597143077,-1.15272089208,0.583450221699,-0.241887172285,-0.241887172285,2.0
16,-0.204918876162,0.0255046510657,-0.880956747083,4.06733699748,-2.48819494457,0.760197307118,0.760197307118,-0.342707518021,0.439654843632,0.0140540824139,1.2869611606,0.760197307118,-0.342707518021,1.50101594679,1.97656338175,-1.93261131387,-0.880956747083,0.558464415586,-1.55048978033,-1.55048978033,0.0
17,-0.170048930609,-2.43872992357,0.384571344327,-0.120929544544,-0.645157784958,1.11678882201,1.11678882201,-0.407858470192,-1.33030398326,-0.646023258217,0.464308267925,1.11678882201,-0.407858470192,1.16466182294,-0.514141149309,0.331382783526,0.384571344327,1.32818345301,1.03630199542,1.03630199542,0.0
18,-0.116144219182,0.539590187738,-0.573766599104,-0.128281992363,-0.313035513065,-1.88187188304,-1.88187188304,1.19739921443,0.35904180014,0.621869390433,0.744079663376,-1.88187188304,1.19739921443,-0.999397147589,-0.412466021002,-0.712253153627,-0.573766599104,-1.92804675272,-0.335632790451,-0.335632790451,0.0
19,-2.29607908177,-0.87453955925,-0.269849668407,-1.75715791924,3.26097452762,2.14138023817,2.14138023817,-0.767790706818,3.07941397811,-0.101856240661,1.84656259513,2.14138023817,-0.767790706818,-0.922412944904,0.117833340488,3.68785382262,-0.269849668407,1.31783030909,-0.162645415555,-0.162645415555,1.0
20,-0.194702190676,-0.436031767045,1.65869049751,-3.4771851366,2.82483379875,0.966369525154,0.966369525154,-1.16351659612,-0.7781430704,-0.541804546614,-0.223677693482,0.966369525154,-1.16351659612,-0.570931104323,-0.966417910144,2.01876907028,1.65869049751,1.29522776559,1.3879388938,1.3879388938,0.0
21,-0.142966690677,0.231392276579,-1.33353190287,0.152550016155,-0.751062794487,-0.625333978693,-0.625333978693,1.45711547436,0.940657393016,0.0887738277795,1.51933883063,-0.625333978693,1.45711547436,-0.274327001038,-0.897070178992,0.636522107229,-1.33353190287,-1.05896578633,0.190501881258,0.190501881258,0.0
22,0.928777688582,0.00676706125104,-0.810708874264,0.961792515463,-1.35645287537,2.41791542187,2.41791542187,-0.037629893796,-0.0749611676164,-1.7308694638,0.906727851866,2.41791542187,-0.037629893796,1.90440636686,-0.564718091378,1.53708872605,-0.810708874264,2.04921143553,1.04132590475,1.04132590475,2.0
23,-0.0800442730278,0.966985157768,-0.819266904647,1.21342170677,-3.03729011078,-0.826702936704,-0.826702936704,1.39705405502,-1.76388134502,-0.0661892954116,-0.470941530342,-0.826702936704,1.39705405502,1.20004040819,-1.14317464653,-1.2540237449,-0.819266904647,-0.631592002665,0.945222793971,0.945222793971,2.0
24,0.650059423073,-1.18374706535,-0.679305195773,-2.14181069414,-1.047637661,-0.335055933157,-0.335055933157,1.83399668414,-1.48246742089,1.2000221647,0.501508587421,-0.335055933157,1.83399668414,0.437695195031,-3.19476558973,1.69493618898,-0.679305195773,-0.325822893106,2.66891974898,2.66891974898,0.0
25,0.0262439860402,-0.00499876154396,1.71750768967,-3.24865043258,1.4705773255,-1.90421980023,-1.90421980023,0.00754049868634,-2.20136452716,-1.21560620387,0.22082351197,-1.90421980023,0.00754049868634,-1.26104155478,-1.35027841423,-0.492260932791,1.71750768967,-1.07073906551,1.19448133699,1.19448133699,1.0
